MNC_Id	Spruce_contig_dir8_Name
MNC5695028	Contig8009
MNC5695029	Contig8010
MNC5695030	Contig8011
MNC5695032	Contig8013
MNC5695034	Contig8015
MNC5695035	Contig8016
MNC5695036	Contig8017
MNC5695036	Contig8017
MNC5695037	Contig8018
MNC5695039	Contig8020
MNC5695040	Contig8021
MNC5695041	Contig8022
MNC5695042	Contig8023
MNC5695043	Contig8024
MNC5695044	Contig8025
MNC5695045	Contig8026
MNC5695047	Contig8028
MNC5695048	Contig8029
MNC5695049	Contig8030
MNC5695051	Contig8032
MNC5695052	Contig8033
MNC5695053	Contig8034
MNC5695054	Contig8035
MNC5695055	Contig8036
MNC5695056	Contig8037
MNC5695057	Contig8038
MNC5695061	Contig8042
MNC5695062	Contig8043
MNC5695064	Contig8045
MNC5695065	Contig8046
MNC5695066	Contig8047
MNC5695067	Contig8048
MNC5695068	Contig8049
MNC5695069	Contig8050
MNC5695070	Contig8051
MNC5695071	Contig8052
MNC5695073	Contig8054
MNC5695074	Contig8055
MNC5695077	Contig8058
MNC5695078	Contig8059
MNC5695079	Contig8060
MNC5695084	Contig8065
MNC5695085	Contig8066
MNC5695087	Contig8068
MNC5695088	Contig8069
MNC5695089	Contig8070
MNC5695089	Contig8070
MNC5695090	Contig8071
MNC5695091	Contig8072
MNC5695092	Contig8073
MNC5695096	Contig8077
MNC5695096	Contig8077
MNC5695097	Contig8078
MNC5695098	Contig8079
MNC5695099	Contig8080
MNC5695100	Contig8081
MNC5695101	Contig8082
MNC5695102	Contig8083
MNC5695103	Contig8084
MNC5695105	Contig8086
MNC5695106	Contig8087
MNC5695107	Contig8088
MNC5695108	Contig8089
MNC5695110	Contig8091
MNC5695111	Contig8092
MNC5695111	Contig8092
MNC5695113	Contig8094
MNC5695113	Contig8094
MNC5695114	Contig8095
MNC5695115	Contig8096
MNC5695116	Contig8097
MNC5695117	Contig8098
MNC5695118	Contig8099
MNC5695119	Contig8100
MNC5695120	Contig8101
MNC5695121	Contig8102
MNC5695123	Contig8104
MNC5695124	Contig8105
MNC5695125	Contig8106
MNC5695128	Contig8109
MNC5695129	Contig8110
MNC5695130	Contig8111
MNC5695131	Contig8112
MNC5695132	Contig8113
MNC5695132	Contig8113
MNC5695133	Contig8114
MNC5695134	Contig8115
MNC5695134	Contig8115
MNC5695135	Contig8116
MNC5695136	Contig8117
MNC5695137	Contig8118
MNC5695138	Contig8119
MNC5695138	Contig8119
MNC5695140	Contig8121
MNC5695141	Contig8122
MNC5695142	Contig8123
MNC5695145	Contig8126
MNC5695148	Contig8129
MNC5695150	Contig8131
MNC5695151	Contig8132
MNC5695153	Contig8134
MNC5695154	Contig8135
MNC5695155	Contig8136
MNC5695157	Contig8138
MNC5695159	Contig8140
MNC5695161	Contig8142
MNC5695163	Contig8144
MNC5695166	Contig8147
MNC5695168	Contig8149
MNC5695169	Contig8150
MNC5695170	Contig8151
MNC5695171	Contig8152
MNC5695175	Contig8156
MNC5695175	Contig8156
MNC5695176	Contig8157
MNC5695178	Contig8159
MNC5695179	Contig8160
MNC5695180	Contig8161
MNC5695182	Contig8163
MNC5695183	Contig8164
MNC5695185	Contig8166
MNC5695187	Contig8168
MNC5695188	Contig8169
MNC5695189	Contig8170
MNC5695193	Contig8174
MNC5695194	Contig8175
MNC5695195	Contig8176
MNC5695196	Contig8177
MNC5695197	Contig8178
MNC5695197	Contig8178
MNC5695198	Contig8179
MNC5695199	Contig8180
MNC5695200	Contig8181
MNC5695201	Contig8182
MNC5695202	Contig8183
MNC5695203	Contig8184
MNC5695204	Contig8185
MNC5695204	Contig8185
MNC5695205	Contig8186
MNC5695206	Contig8187
MNC5695207	Contig8188
MNC5695208	Contig8189
MNC5695209	Contig8190
MNC5695210	Contig8191
MNC5695211	Contig8192
MNC5695212	Contig8193
MNC5695213	Contig8194
MNC5695215	Contig8196
MNC5695217	Contig8198
MNC5695219	Contig8200
MNC5695221	Contig8202
MNC5695222	Contig8203
MNC5695222	Contig8203
MNC5695224	Contig8205
MNC5695226	Contig8207
MNC5695228	Contig8209
MNC5695229	Contig8210
MNC5695230	Contig8211
MNC5695231	Contig8212
MNC5695232	Contig8213
MNC5695233	Contig8214
MNC5695233	Contig8214
MNC5695235	Contig8216
MNC5695236	Contig8217
MNC5695239	Contig8220
MNC5695241	Contig8222
MNC5695243	Contig8224
MNC5695245	Contig8226
MNC5695246	Contig8227
MNC5695247	Contig8228
MNC5695249	Contig8230
MNC5695251	Contig8232
MNC5695253	Contig8234
MNC5695253	Contig8234
MNC5695254	Contig8235
MNC5695254	Contig8235
MNC5695255	Contig8236
MNC5695256	Contig8237
MNC5695257	Contig8238
MNC5695258	Contig8239
MNC5695259	Contig8240
MNC5695260	Contig8241
MNC5695261	Contig8242
MNC5695263	Contig8244
MNC5695264	Contig8245
MNC5695269	Contig8250
MNC5695270	Contig8251
MNC5695271	Contig8252
MNC5695271	Contig8252
MNC5695272	Contig8253
MNC5695273	Contig8254
MNC5695273	Contig8254
MNC5695274	Contig8255
MNC5695275	Contig8256
MNC5695276	Contig8257
MNC5695278	Contig8259
MNC5695279	Contig8260
MNC5695280	Contig8261
MNC5695281	Contig8262
MNC5695283	Contig8264
MNC5695284	Contig8265
MNC5695286	Contig8267
MNC5695286	Contig8267
MNC5695289	Contig8270
MNC5695291	Contig8272
MNC5695293	Contig8274
MNC5695295	Contig8276
MNC5695296	Contig8277
MNC5695299	Contig8280
MNC5695300	Contig8281
MNC5695301	Contig8282
MNC5695302	Contig8283
MNC5695303	Contig8284
MNC5695303	Contig8284
MNC5695304	Contig8285
MNC5695305	Contig8286
MNC5695306	Contig8287
MNC5695307	Contig8288
MNC5695307	Contig8288
MNC5695308	Contig8289
MNC5695308	Contig8289
MNC5695310	Contig8291
MNC5695311	Contig8292
MNC5695312	Contig8293
MNC5695313	Contig8294
MNC5695314	Contig8295
MNC5695315	Contig8296
MNC5695317	Contig8298
MNC5695318	Contig8299
MNC5695319	Contig8300
MNC5695320	Contig8301
MNC5695321	Contig8302
MNC5695322	Contig8303
MNC5695324	Contig8305
MNC5695327	Contig8308
MNC5695328	Contig8309
MNC5695328	Contig8309
MNC5695329	Contig8310
MNC5695330	Contig8311
MNC5695330	Contig8311
MNC5695331	Contig8312
MNC5695334	Contig8315
MNC5695335	Contig8316
MNC5695335	Contig8316
MNC5695336	Contig8317
MNC5695337	Contig8318
MNC5695338	Contig8319
MNC5695339	Contig8320
MNC5695340	Contig8321
MNC5695342	Contig8323
MNC5695343	Contig8324
MNC5695344	Contig8325
MNC5695348	Contig8329
MNC5695348	Contig8329
MNC5695351	Contig8332
MNC5695352	Contig8333
MNC5695353	Contig8334
MNC5695355	Contig8336
MNC5695356	Contig8337
MNC5695357	Contig8338
MNC5695358	Contig8339
MNC5695360	Contig8341
MNC5695361	Contig8342
MNC5695362	Contig8343
MNC5695364	Contig8345
MNC5695365	Contig8346
MNC5695367	Contig8348
MNC5695369	Contig8350
MNC5695372	Contig8353
MNC5695372	Contig8353
MNC5695373	Contig8354
MNC5695374	Contig8355
MNC5695377	Contig8358
MNC5695378	Contig8359
MNC5695379	Contig8360
MNC5695380	Contig8361
MNC5695380	Contig8361
MNC5695381	Contig8362
MNC5695381	Contig8362
MNC5695383	Contig8364
MNC5695384	Contig8365
MNC5695385	Contig8366
MNC5695385	Contig8366
MNC5695387	Contig8368
MNC5695387	Contig8368
MNC5695388	Contig8369
MNC5695389	Contig8370
MNC5695390	Contig8371
MNC5695393	Contig8374
MNC5695396	Contig8377
MNC5695397	Contig8378
MNC5695398	Contig8379
MNC5695399	Contig8380
MNC5695399	Contig8380
MNC5695400	Contig8381
MNC5695400	Contig8381
MNC5695401	Contig8382
MNC5695402	Contig8383
MNC5695404	Contig8385
MNC5695404	Contig8385
MNC5695406	Contig8387
MNC5695408	Contig8389
MNC5695409	Contig8390
MNC5695410	Contig8391
MNC5695412	Contig8393
MNC5695413	Contig8394
MNC5695414	Contig8395
MNC5695415	Contig8396
MNC5695415	Contig8396
MNC5695416	Contig8397
MNC5695417	Contig8398
MNC5695417	Contig8398
MNC5695418	Contig8399
MNC5695418	Contig8399
MNC5695419	Contig8400
MNC5695421	Contig8402
MNC5695422	Contig8403
MNC5695423	Contig8404
MNC5695426	Contig8407
MNC5695427	Contig8408
MNC5695428	Contig8409
MNC5695429	Contig8410
MNC5695430	Contig8411
MNC5695431	Contig8412
MNC5695434	Contig8415
MNC5695435	Contig8416
MNC5695436	Contig8417
MNC5695436	Contig8417
MNC5695440	Contig8421
MNC5695440	Contig8421
MNC5695444	Contig8425
MNC5695445	Contig8426
MNC5695446	Contig8427
MNC5695447	Contig8428
MNC5695447	Contig8428
MNC5695448	Contig8429
MNC5695449	Contig8430
MNC5695451	Contig8432
MNC5695452	Contig8433
MNC5695453	Contig8434
MNC5695453	Contig8434
MNC5695455	Contig8436
MNC5695455	Contig8436
MNC5695456	Contig8437
MNC5695457	Contig8438
MNC5695458	Contig8439
MNC5695459	Contig8440
MNC5695460	Contig8441
MNC5695461	Contig8442
MNC5695463	Contig8444
MNC5695464	Contig8445
MNC5695465	Contig8446
MNC5695467	Contig8448
MNC5695468	Contig8449
MNC5695469	Contig8450
MNC5695470	Contig8451
MNC5695471	Contig8452
MNC5695472	Contig8453
MNC5695473	Contig8454
MNC5695474	Contig8455
MNC5695475	Contig8456
MNC5695476	Contig8457
MNC5695477	Contig8458
MNC5695478	Contig8459
MNC5695480	Contig8461
MNC5695482	Contig8463
MNC5695484	Contig8465
MNC5695485	Contig8466
MNC5695487	Contig8468
MNC5695488	Contig8469
MNC5695489	Contig8470
MNC5695490	Contig8471
MNC5695492	Contig8473
MNC5695493	Contig8474
MNC5695494	Contig8475
MNC5695495	Contig8476
MNC5695495	Contig8476
MNC5695497	Contig8478
MNC5695499	Contig8480
MNC5695500	Contig8481
MNC5695502	Contig8483
MNC5695503	Contig8484
MNC5695503	Contig8484
MNC5695504	Contig8485
MNC5695505	Contig8486
MNC5695506	Contig8487
MNC5695507	Contig8488
MNC5695509	Contig8490
MNC5695509	Contig8490
MNC5695510	Contig8491
MNC5695513	Contig8494
MNC5695514	Contig8495
MNC5695516	Contig8497
MNC5695517	Contig8498
MNC5695517	Contig8498
MNC5695518	Contig8499
MNC5695519	Contig8500
MNC5695520	Contig8501
MNC5695520	Contig8501
MNC5695521	Contig8502
MNC5695523	Contig8504
MNC5695524	Contig8505
MNC5695525	Contig8506
MNC5695526	Contig8507
MNC5695529	Contig8510
MNC5695530	Contig8511
MNC5695531	Contig8512
MNC5695531	Contig8512
MNC5695533	Contig8514
MNC5695534	Contig8515
MNC5695535	Contig8516
MNC5695535	Contig8516
MNC5695536	Contig8517
MNC5695537	Contig8518
MNC5695538	Contig8519
MNC5695539	Contig8520
MNC5695540	Contig8521
MNC5695540	Contig8521
MNC5695541	Contig8522
MNC5695541	Contig8522
MNC5695542	Contig8523
MNC5695543	Contig8524
MNC5695544	Contig8525
MNC5695545	Contig8526
MNC5695547	Contig8528
MNC5695548	Contig8529
MNC5695549	Contig8530
MNC5695551	Contig8532
MNC5695553	Contig8534
MNC5695555	Contig8536
MNC5695557	Contig8538
MNC5695558	Contig8539
MNC5695560	Contig8541
MNC5695561	Contig8542
MNC5695562	Contig8543
MNC5695563	Contig8544
MNC5695564	Contig8545
MNC5695565	Contig8546
MNC5695566	Contig8547
MNC5695568	Contig8549
MNC5695568	Contig8549
MNC5695569	Contig8550
MNC5695570	Contig8551
MNC5695571	Contig8552
MNC5695572	Contig8553
MNC5695573	Contig8554
MNC5695574	Contig8555
MNC5695576	Contig8557
MNC5695577	Contig8558
MNC5695578	Contig8559
MNC5695579	Contig8560
MNC5695580	Contig8561
MNC5695580	Contig8561
MNC5695582	Contig8563
MNC5695583	Contig8564
MNC5695584	Contig8565
MNC5695585	Contig8566
MNC5695586	Contig8567
MNC5695587	Contig8568
MNC5695588	Contig8569
MNC5695588	Contig8569
MNC5695589	Contig8570
MNC5695591	Contig8572
MNC5695592	Contig8573
MNC5695594	Contig8575
MNC5695595	Contig8576
MNC5695595	Contig8576
MNC5695596	Contig8577
MNC5695598	Contig8579
MNC5695600	Contig8581
MNC5695601	Contig8582
MNC5695602	Contig8583
MNC5695602	Contig8583
MNC5695603	Contig8584
MNC5695604	Contig8585
MNC5695605	Contig8586
MNC5695607	Contig8588
MNC5695608	Contig8589
MNC5695608	Contig8589
MNC5695612	Contig8593
MNC5695614	Contig8595
MNC5695615	Contig8596
MNC5695616	Contig8597
MNC5695617	Contig8598
MNC5695618	Contig8599
MNC5695618	Contig8599
MNC5695620	Contig8601
MNC5695622	Contig8603
MNC5695622	Contig8603
MNC5695623	Contig8604
MNC5695626	Contig8607
MNC5695627	Contig8608
MNC5695628	Contig8609
MNC5695629	Contig8610
MNC5695630	Contig8611
MNC5695631	Contig8612
MNC5695633	Contig8614
MNC5695634	Contig8615
MNC5695637	Contig8618
MNC5695638	Contig8619
MNC5695639	Contig8620
MNC5695642	Contig8623
MNC5695642	Contig8623
MNC5695643	Contig8624
MNC5695644	Contig8625
MNC5695646	Contig8627
MNC5695647	Contig8628
MNC5695648	Contig8629
MNC5695649	Contig8630
MNC5695653	Contig8634
MNC5695656	Contig8637
MNC5695657	Contig8638
MNC5695658	Contig8639
MNC5695659	Contig8640
MNC5695661	Contig8642
MNC5695662	Contig8643
MNC5695662	Contig8643
MNC5695663	Contig8644
MNC5695664	Contig8645
MNC5695665	Contig8646
MNC5695667	Contig8648
MNC5695668	Contig8649
MNC5695670	Contig8651
MNC5695671	Contig8652
MNC5695674	Contig8655
MNC5695675	Contig8656
MNC5695676	Contig8657
MNC5695677	Contig8658
MNC5695677	Contig8658
MNC5695679	Contig8660
MNC5695681	Contig8662
MNC5695682	Contig8663
MNC5695683	Contig8664
MNC5695684	Contig8665
MNC5695685	Contig8666
MNC5695686	Contig8667
MNC5695688	Contig8669
MNC5695689	Contig8670
MNC5695689	Contig8670
MNC5695693	Contig8674
MNC5695694	Contig8675
MNC5695695	Contig8676
MNC5695697	Contig8678
MNC5695698	Contig8679
MNC5695699	Contig8680
MNC5695700	Contig8681
MNC5695701	Contig8682
MNC5695702	Contig8683
MNC5695704	Contig8685
MNC5695706	Contig8687
MNC5695706	Contig8687
MNC5695709	Contig8690
MNC5695710	Contig8691
MNC5695711	Contig8692
MNC5695712	Contig8693
MNC5695713	Contig8694
MNC5695716	Contig8697
MNC5695717	Contig8698
MNC5695718	Contig8699
MNC5695719	Contig8700
MNC5695720	Contig8701
MNC5695721	Contig8702
MNC5695722	Contig8703
MNC5695723	Contig8704
MNC5695724	Contig8705
MNC5695728	Contig8709
MNC5695730	Contig8711
MNC5695731	Contig8712
MNC5695733	Contig8714
MNC5695734	Contig8715
MNC5695735	Contig8716
MNC5695736	Contig8717
MNC5695737	Contig8718
MNC5695738	Contig8719
MNC5695744	Contig8725
MNC5695745	Contig8726
MNC5695746	Contig8727
MNC5695747	Contig8728
MNC5695748	Contig8729
MNC5695749	Contig8730
MNC5695750	Contig8731
MNC5695751	Contig8732
MNC5695754	Contig8735
MNC5695755	Contig8736
MNC5695756	Contig8737
MNC5695758	Contig8739
MNC5695762	Contig8743
MNC5695763	Contig8744
MNC5695766	Contig8747
MNC5695767	Contig8748
MNC5695768	Contig8749
MNC5695768	Contig8749
MNC5695769	Contig8750
MNC5695772	Contig8753
MNC5695773	Contig8754
MNC5695774	Contig8755
MNC5695774	Contig8755
MNC5695777	Contig8758
MNC5695778	Contig8759
MNC5695779	Contig8760
MNC5695781	Contig8762
MNC5695782	Contig8763
MNC5695783	Contig8764
MNC5695783	Contig8764
MNC5695785	Contig8766
MNC5695786	Contig8767
MNC5695787	Contig8768
MNC5695791	Contig8772
MNC5695792	Contig8773
MNC5695793	Contig8774
MNC5695795	Contig8776
MNC5695797	Contig8778
MNC5695800	Contig8781
MNC5695801	Contig8782
MNC5695802	Contig8783
MNC5695804	Contig8785
MNC5695805	Contig8786
MNC5695807	Contig8788
MNC5695808	Contig8789
MNC5695809	Contig8790
MNC5695810	Contig8791
MNC5695812	Contig8793
MNC5695813	Contig8794
MNC5695816	Contig8797
MNC5695817	Contig8798
MNC5695821	Contig8802
MNC5695822	Contig8803
MNC5695823	Contig8804
MNC5695824	Contig8805
MNC5695826	Contig8807
MNC5695827	Contig8808
MNC5695828	Contig8809
MNC5695829	Contig8810
MNC5695832	Contig8813
MNC5695833	Contig8814
MNC5695833	Contig8814
MNC5695834	Contig8815
MNC5695836	Contig8817
MNC5695837	Contig8818
MNC5695838	Contig8819
MNC5695839	Contig8820
MNC5695840	Contig8821
MNC5695840	Contig8821
MNC5695841	Contig8822
MNC5695842	Contig8823
MNC5695844	Contig8825
MNC5695846	Contig8827
MNC5695848	Contig8829
MNC5695849	Contig8830
MNC5695850	Contig8831
MNC5695851	Contig8832
MNC5695853	Contig8834
MNC5695854	Contig8835
MNC5695855	Contig8836
MNC5695856	Contig8837
MNC5695858	Contig8839
MNC5695859	Contig8840
MNC5695861	Contig8842
MNC5695862	Contig8843
MNC5695863	Contig8844
MNC5695865	Contig8846
MNC5695865	Contig8846
MNC5695868	Contig8849
MNC5695869	Contig8850
MNC5695870	Contig8851
MNC5695872	Contig8853
MNC5695874	Contig8855
MNC5695875	Contig8856
MNC5695877	Contig8858
MNC5695878	Contig8859
MNC5695880	Contig8861
MNC5695881	Contig8862
MNC5695883	Contig8864
MNC5695884	Contig8865
MNC5695886	Contig8867
MNC5695887	Contig8868
MNC5695888	Contig8869
MNC5695889	Contig8870
MNC5695890	Contig8871
MNC5695891	Contig8872
MNC5695894	Contig8875
MNC5695896	Contig8877
MNC5695901	Contig8882
MNC5695901	Contig8882
MNC5695904	Contig8885
MNC5695905	Contig8886
MNC5695906	Contig8887
MNC5695907	Contig8888
MNC5695909	Contig8890
MNC5695910	Contig8891
MNC5695910	Contig8891
MNC5695911	Contig8892
MNC5695912	Contig8893
MNC5695913	Contig8894
MNC5695914	Contig8895
MNC5695916	Contig8897
MNC5695917	Contig8898
MNC5695919	Contig8900
MNC5695922	Contig8903
MNC5695923	Contig8904
MNC5695927	Contig8908
MNC5695929	Contig8910
MNC5695930	Contig8911
MNC5695931	Contig8912
MNC5695931	Contig8912
MNC5695932	Contig8913
MNC5695933	Contig8914
MNC5695934	Contig8915
MNC5695935	Contig8916
MNC5695937	Contig8918
MNC5695938	Contig8919
MNC5695939	Contig8920
MNC5695940	Contig8921
MNC5695942	Contig8923
MNC5695944	Contig8925
MNC5695945	Contig8926
MNC5695946	Contig8927
MNC5695947	Contig8928
MNC5695948	Contig8929
MNC5695949	Contig8930
MNC5695951	Contig8932
MNC5695953	Contig8934
MNC5695955	Contig8936
MNC5695956	Contig8937
MNC5695956	Contig8937
MNC5695957	Contig8938
MNC5695958	Contig8939
MNC5695958	Contig8939
MNC5695959	Contig8940
MNC5695960	Contig8941
MNC5695961	Contig8942
MNC5695962	Contig8943
MNC5695964	Contig8945
MNC5695966	Contig8947
MNC5695967	Contig8948
MNC5695968	Contig8949
MNC5695971	Contig8952
MNC5695973	Contig8954
MNC5695974	Contig8955
MNC5695975	Contig8956
MNC5695975	Contig8956
MNC5695979	Contig8960
MNC5695981	Contig8962
MNC5695982	Contig8963
MNC5695983	Contig8964
MNC5695991	Contig8972
MNC5695992	Contig8973
MNC5695994	Contig8975
MNC5695995	Contig8976
MNC5695997	Contig8978
MNC5695998	Contig8979
MNC5696000	Contig8981
MNC5696001	Contig8982
MNC5696003	Contig8984
MNC5696006	Contig8987
MNC5696008	Contig8989
MNC5696010	Contig8991
MNC5696012	Contig8993
MNC5696013	Contig8994
MNC5696014	Contig8995
MNC5696018	Contig8999
MNC5696021	Contig9002
MNC5696023	Contig9004
MNC5696024	Contig9005
MNC5696025	Contig9006
MNC5696025	Contig9006
MNC5696027	Contig9008
MNC5696029	Contig9010
MNC5696030	Contig9011
MNC5696031	Contig9012
MNC5696032	Contig9013
MNC5696032	Contig9013
MNC5696033	Contig9014
MNC5696036	Contig9017
MNC5696037	Contig9018
MNC5696040	Contig9021
MNC5696041	Contig9022
MNC5696042	Contig9023
MNC5696045	Contig9026
MNC5696046	Contig9027
MNC5696046	Contig9027
MNC5696047	Contig9028
MNC5696048	Contig9029
MNC5696048	Contig9029
MNC5696050	Contig9031
MNC5696056	Contig9037
MNC5696060	Contig9041
MNC5696061	Contig9042
MNC5696062	Contig9043
MNC5696063	Contig9044
MNC5696064	Contig9045
MNC5696065	Contig9046
MNC5696066	Contig9047
MNC5696069	Contig9050
MNC5696071	Contig9052
MNC5696072	Contig9053
MNC5696074	Contig9055
MNC5696075	Contig9056
MNC5696077	Contig9058
MNC5696079	Contig9060
MNC5696080	Contig9061
MNC5696081	Contig9062
MNC5696082	Contig9063
MNC5696083	Contig9064
MNC5696084	Contig9065
MNC5696085	Contig9066
MNC5696086	Contig9067
MNC5696087	Contig9068
MNC5696088	Contig9069
MNC5696089	Contig9070
MNC5696090	Contig9071
MNC5696091	Contig9072
MNC5696093	Contig9074
MNC5696094	Contig9075
MNC5696094	Contig9075
MNC5696095	Contig9076
MNC5696096	Contig9077
MNC5696097	Contig9078
MNC5696101	Contig9082
MNC5696102	Contig9083
MNC5696104	Contig9085
MNC5696105	Contig9086
MNC5696106	Contig9087
MNC5696107	Contig9088
MNC5696107	Contig9088
MNC5696108	Contig9089
MNC5696109	Contig9090
MNC5696112	Contig9093
MNC5696114	Contig9095
MNC5696114	Contig9095
MNC5696115	Contig9096
MNC5696116	Contig9097
MNC5696117	Contig9098
MNC5696119	Contig9100
MNC5696123	Contig9104
MNC5696124	Contig9105
MNC5696126	Contig9107
MNC5696128	Contig9109
MNC5696131	Contig9112
MNC5696132	Contig9113
MNC5696133	Contig9114
MNC5696135	Contig9116
MNC5696136	Contig9117
MNC5696140	Contig9121
MNC5696141	Contig9122
MNC5696142	Contig9123
MNC5696145	Contig9126
MNC5696146	Contig9127
MNC5696146	Contig9127
MNC5696147	Contig9128
MNC5696148	Contig9129
MNC5696149	Contig9130
MNC5696150	Contig9131
MNC5696152	Contig9133
MNC5696153	Contig9134
MNC5696154	Contig9135
MNC5696157	Contig9138
MNC5696158	Contig9139
MNC5696159	Contig9140
MNC5696160	Contig9141
MNC5696161	Contig9142
MNC5696162	Contig9143
MNC5696163	Contig9144
MNC5696164	Contig9145
MNC5696167	Contig9148
MNC5696168	Contig9149
MNC5696169	Contig9150
MNC5696170	Contig9151
MNC5696172	Contig9153
MNC5696173	Contig9154
MNC5696174	Contig9155
MNC5696174	Contig9155
MNC5696175	Contig9156
MNC5696176	Contig9157
MNC5696177	Contig9158
MNC5696178	Contig9159
MNC5696179	Contig9160
MNC5696179	Contig9160
MNC5696180	Contig9161
MNC5696181	Contig9162
MNC5696182	Contig9163
MNC5696183	Contig9164
MNC5696185	Contig9166
MNC5696187	Contig9168
MNC5696189	Contig9170
MNC5696191	Contig9172
MNC5696193	Contig9174
MNC5696196	Contig9177
MNC5696197	Contig9178
MNC5696198	Contig9179
MNC5696199	Contig9180
MNC5696199	Contig9180
MNC5696200	Contig9181
MNC5696201	Contig9182
MNC5696202	Contig9183
MNC5696203	Contig9184
MNC5696203	Contig9184
MNC5696204	Contig9185
MNC5696205	Contig9186
MNC5696206	Contig9187
MNC5696206	Contig9187
MNC5696208	Contig9189
MNC5696209	Contig9190
MNC5696211	Contig9192
MNC5696212	Contig9193
MNC5696213	Contig9194
MNC5696214	Contig9195
MNC5696214	Contig9195
MNC5696215	Contig9196
MNC5696216	Contig9197
MNC5696219	Contig9200
MNC5696221	Contig9202
MNC5696222	Contig9203
MNC5696222	Contig9203
MNC5696223	Contig9204
MNC5696224	Contig9205
MNC5696225	Contig9206
MNC5696226	Contig9207
MNC5696227	Contig9208
MNC5696228	Contig9209
MNC5696229	Contig9210
MNC5696230	Contig9211
MNC5696231	Contig9212
MNC5696232	Contig9213
MNC5696233	Contig9214
MNC5696234	Contig9215
MNC5696236	Contig9217
MNC5696237	Contig9218
MNC5696238	Contig9219
MNC5696239	Contig9220
MNC5696240	Contig9221
MNC5696241	Contig9222
MNC5696242	Contig9223
MNC5696243	Contig9224
MNC5696244	Contig9225
MNC5696245	Contig9226
MNC5696246	Contig9227
MNC5696247	Contig9228
MNC5696248	Contig9229
MNC5696249	Contig9230
MNC5696250	Contig9231
MNC5696251	Contig9232
MNC5696252	Contig9233
MNC5696253	Contig9234
MNC5696254	Contig9235
MNC5696254	Contig9235
MNC5696255	Contig9236
MNC5696256	Contig9237
MNC5696257	Contig9238
MNC5696258	Contig9239
MNC5696259	Contig9240
MNC5696260	Contig9241
MNC5696261	Contig9242
MNC5696262	Contig9243
MNC5696263	Contig9244
MNC5696264	Contig9245
MNC5696264	Contig9245
MNC5696265	Contig9246
MNC5696266	Contig9247
MNC5696266	Contig9247
MNC5696267	Contig9248
MNC5696268	Contig9249
MNC5696269	Contig9250
MNC5696270	Contig9251
MNC5696271	Contig9252
MNC5696272	Contig9253
MNC5696273	Contig9254
MNC5696274	Contig9255
MNC5696275	Contig9256
MNC5696276	Contig9257
MNC5696277	Contig9258
MNC5696278	Contig9259
MNC5696279	Contig9260
MNC5696280	Contig9261
MNC5696281	Contig9262
MNC5696282	Contig9263
MNC5696283	Contig9264
MNC5696284	Contig9265
MNC5696285	Contig9266
MNC5696286	Contig9267
MNC5696287	Contig9268
MNC5696288	Contig9269
MNC5696289	Contig9270
MNC5696290	Contig9271
MNC5696290	Contig9271
MNC5696291	Contig9272
MNC5696292	Contig9273
MNC5696292	Contig9273
MNC5696293	Contig9274
MNC5696294	Contig9275
MNC5696295	Contig9276
MNC5696295	Contig9276
MNC5696296	Contig9277
MNC5696297	Contig9278
MNC5696298	Contig9279
MNC5696299	Contig9280
MNC5696300	Contig9281
MNC5696301	Contig9282
MNC5696301	Contig9282
MNC5696302	Contig9283
MNC5696303	Contig9284
MNC5696304	Contig9285
MNC5696304	Contig9285
MNC5696306	Contig9287
MNC5696307	Contig9288
MNC5696307	Contig9288
MNC5696308	Contig9289
MNC5696309	Contig9290
MNC5696310	Contig9291
MNC5696311	Contig9292
MNC5696312	Contig9293
MNC5696313	Contig9294
MNC5696314	Contig9295
MNC5696315	Contig9296
MNC5696316	Contig9297
MNC5696317	Contig9298
MNC5696318	Contig9299
MNC5696319	Contig9300
MNC5696320	Contig9301
MNC5696320	Contig9301
MNC5696321	Contig9302
MNC5696322	Contig9303
MNC5696323	Contig9304
MNC5696324	Contig9305
MNC5696325	Contig9306
MNC5696326	Contig9307
MNC5696327	Contig9308
MNC5696328	Contig9309
MNC5696329	Contig9310
MNC5696330	Contig9311
MNC5696331	Contig9312
MNC5696331	Contig9312
MNC5696332	Contig9313
MNC5696333	Contig9314
MNC5696335	Contig9316
MNC5696336	Contig9317
MNC5696336	Contig9317
MNC5696337	Contig9318
MNC5696338	Contig9319
MNC5696339	Contig9320
MNC5696340	Contig9321
MNC5696341	Contig9322
MNC5696342	Contig9323
MNC5696342	Contig9323
MNC5696343	Contig9324
MNC5696344	Contig9325
MNC5696345	Contig9326
MNC5696346	Contig9327
MNC5696347	Contig9328
MNC5696348	Contig9329
MNC5696348	Contig9329
MNC5696350	Contig9331
MNC5696351	Contig9332
MNC5696352	Contig9333
MNC5696353	Contig9334
MNC5696355	Contig9336
MNC5696358	Contig9339
MNC5696359	Contig9340
MNC5696360	Contig9341
MNC5696361	Contig9342
MNC5696362	Contig9343
MNC5696363	Contig9344
MNC5696365	Contig9346
MNC5696366	Contig9347
MNC5696368	Contig9349
MNC5696370	Contig9351
MNC5696371	Contig9352
MNC5696372	Contig9353
MNC5696373	Contig9354
MNC5696374	Contig9355
MNC5696375	Contig9356
MNC5696377	Contig9358
MNC5696379	Contig9360
MNC5696380	Contig9361
MNC5696381	Contig9362
