"ID"	"M"	"A"	"t"	"P.Value"	"adj.P.Val"	"B"
"310"	"MNC5702078"	0.320443424881285	-0.0749712820165796	5.42572667441666	5.09889940611918e-05	0.00870886227365434	2.14644595010748
"2919"	"MNC5691366"	-0.856470446403275	-0.047462563045567	-5.41725848772441	5.18603876625274e-05	0.00870886227365434	2.13040732038551
"1506"	"MNC5698911"	-0.300356927403496	-0.0101583603718792	-5.4119512099853	5.2414330305974e-05	0.00870886227365434	2.12035046241974
"9588"	"MNC5697027"	-0.236403331029698	-0.0552213718433486	-5.40990920847397	5.2629084225437e-05	0.00870886227365434	2.1164800224085
"9808"	"MNC5700211"	-0.298626297621584	-0.0251148628047949	-5.40761114189059	5.28718532380247e-05	0.00870886227365434	2.11212355963963
"1945"	"MNC5701178"	-0.34409419983551	-0.0223964826918899	-5.39881685157656	5.38115992539949e-05	0.00873330602010423	2.09544557849958
"10500"	"MNC5692871"	-0.27910608988136	-0.0757243996527633	-5.38214539950321	5.56406349712789e-05	0.00889927605134831	2.06380036404221
"6243"	"MNC5701320"	-0.229388411214565	-0.0402676808471078	-5.36659313177146	5.74046609340469e-05	0.00905025482954488	2.03424598622103
"398"	"MNC5687037"	-0.393831967651119	-0.00351141063861390	-5.34943779572343	5.94175015364561e-05	0.00919418143924851	2.00160785981667
"7191"	"MNC5696143"	0.393345818637253	0.0644766155484375	5.34471920866356	5.9983786120505e-05	0.00919418143924851	1.99262386744799
"5291"	"MNC5700413"	0.334277326944381	-0.0673262319298583	5.31701179496566	6.34230569319663e-05	0.00950501273288655	1.93981075997038
"7682"	"MNC5690581"	-0.28245749916199	-0.0182720553195961	-5.31458171578743	6.37342281835452e-05	0.00950501273288655	1.93517396511071
"6646"	"MNC5699486"	-0.254756636010382	-0.0816242602580286	-5.29921611501145	6.57385348966355e-05	0.00959783612632082	1.9058371994529
"9357"	"MNC5697245"	0.725039904164078	-0.125509157619770	5.29009460987658	6.69589470979828e-05	0.00959783612632082	1.88840738258182
"8481"	"MNC5692265"	0.277185670040049	-0.0920057985332546	5.2900446714801	6.69656924362725e-05	0.00959783612632082	1.8883119280259
"8141"	"MNC5702056"	-0.398263054611461	-0.160127732608920	-5.24589545418416	7.3211552964278e-05	0.0103584961347919	1.80379673125736
"4270"	"MNC5701899"	-0.27088774504264	-0.0684529022374854	-5.23002623343584	7.56004949806668e-05	0.0105611020583119	1.77335691184871
"2410"	"MNC5696994"	0.312597293320644	-0.0294990118817374	5.21718808926948	7.7591760549648e-05	0.0106662775679329	1.74870770859015
"5310"	"MNC5697464"	-0.229090586221796	-0.0258131246381197	-5.21278932116078	7.8286379394941e-05	0.0106662775679329	1.74025727092892
"3005"	"MNC5698422"	-0.292365574411221	-0.0170084133269332	-5.18317620539395	8.31322230835135e-05	0.0111230491028865	1.68330417099177
"9678"	"MNC5693514"	-0.266865101588928	-0.128341675265402	-5.17011023428187	8.53674046390672e-05	0.0111230491028865	1.65814019052115
"9087"	"MNC5697672"	-0.261163338047248	-0.0275120528029448	-5.16523855416532	8.62165328801103e-05	0.0111230491028865	1.64875228682535
"3866"	"MNC5700081"	-0.241146921014977	0.0112039061182133	-5.16367747440853	8.6490460714073e-05	0.0111230491028865	1.64574340496141
"1281"	"MNC5702195"	0.219205116476557	-0.0463258238443206	5.16230903788953	8.67313207910893e-05	0.0111230491028865	1.64310558153231
"5313"	"MNC5695168"	-0.3749063556229	-0.0274128628962592	-5.15692192716141	8.76862334134763e-05	0.0111230491028865	1.63271902844421
"270"	"MNC5702633"	-0.314662917769372	-0.0942233103059606	-5.14533622530795	8.97766950414537e-05	0.0112588137099714	1.61036917975125
"259"	"MNC5690933"	0.303744295244486	-0.0846756522146937	5.12457504511855	9.3651820402029e-05	0.0115922990946491	1.5702776412919
"8505"	"MNC5701870"	-0.292161463411700	-0.106793986680893	-5.11995818747731	9.45366906957612e-05	0.0115922990946491	1.56135492890458
"9366"	"MNC5696894"	-0.250490479069531	-0.00519960590708152	-5.1072861138536	9.70098522670571e-05	0.0116760525562747	1.53685104500724
"10890"	"MNC5699419"	-0.364783846639681	-0.0538467727348004	-5.1013272044476	9.81957176312215e-05	0.0116760525562747	1.52532160410812
"8877"	"MNC5696067"	-0.248372634541895	-0.0985782421095064	-5.1003395541431	9.83937013169214e-05	0.0116760525562747	1.52341025881933
"1196"	"MNC5693817"	-0.305556897094174	-0.0225686468578772	-5.09151119264744	0.000100181749714231	0.0116781101418246	1.50631997678917
"6084"	"MNC5692667"	-0.248960734993537	-0.0530362683683286	-5.07509811446375	0.000103595212264544	0.0116781101418246	1.47452195442976
"6270"	"MNC5695683"	-0.242529508422426	-0.0694658902303851	-5.06925180294239	0.000104839744408230	0.0116781101418246	1.46318774866360
"8995"	"MNC5695194"	0.332516300418999	-0.0325367597840379	5.06851754313677	0.000104997131562576	0.0116781101418246	1.46176395529863
"7352"	"MNC5692855"	0.469546875160009	0.115538856554181	5.06483611669502	0.000105789904348099	0.0116781101418246	1.45462438076118
"1833"	"MNC5690065"	-0.262578825347762	0.085102467679179	-5.06476606965302	0.000105805048007188	0.0116781101418246	1.45448851936121
"4963"	"MNC5690408"	-0.270083528614862	-0.009138834632684	-5.06237505749489	0.000106323304600276	0.0116781101418246	1.44985062460041
"9042"	"MNC5697508"	-0.259351418064255	0.0244492051380861	-5.05645867179908	0.000107616929091514	0.0116781101418246	1.43837156768427
"4379"	"MNC5688654"	-0.40823294733271	0.0292255036888348	-5.05501656819135	0.000107934689603671	0.0116781101418246	1.43557294716793
"2394"	"MNC5690477"	0.361960564129359	-0.0344369153532280	5.0409107894291	0.000111094098674714	0.0119032473104286	1.40818556354783
"7064"	"MNC5700146"	-0.263076550634038	0.116599075734165	-5.03525616723372	0.000112387139515204	0.0119260045354787	1.39720011523986
"10144"	"MNC5700473"	-0.374788404146368	-0.0476538094556765	-5.02902076210177	0.000113830913443897	0.0119641710549224	1.38508200151444
"9390"	"MNC5692275"	0.294719960907069	0.0129829690746337	4.99917264226424	0.000121010409199506	0.0125987818483561	1.32701121422916
"2119"	"MNC5693510"	-0.401267055218018	0.056201795769587	-4.96656675732434	0.000129386241986737	0.0133377144051164	1.26345756376605
"5118"	"MNC5698504"	0.329852638784197	-0.00301883547113295	4.96230201699311	0.000130524932561850	0.0133377144051164	1.25513598791232
"700"	"MNC5702606"	-0.25056809471855	-0.0552221370432402	-4.9324259982099	0.000138795523108248	0.0138128854906745	1.19678288174753
"10000"	"MNC5690662"	0.323489499951747	-0.115881133896972	4.93218589240155	0.000138864125404995	0.0138128854906745	1.19631350775786
"1722"	"MNC5698218"	-0.335686758358074	-0.121386418272885	-4.93109611493902	0.000139175930549279	0.0138128854906745	1.19418306123441
"4075"	"MNC5698209"	-0.255540758688571	-0.063874277609143	-4.92759852326511	0.000140181512772340	0.0138128854906745	1.18734459588665
"8221"	"MNC5693104"	-0.270323366458148	0.0320623385790929	-4.91473908939396	0.000143943175881960	0.0140580255666664	1.16219025440918
"111"	"MNC5700224"	-0.223150587121878	0.0377114188164586	-4.89981532660524	0.000148438702424053	0.0143699080697530	1.13297500703385
"3825"	"MNC5699092"	-0.362323917687015	-0.0167300472389289	-4.88306446734601	0.000153656367306352	0.0146898498600281	1.10015395798741
"2159"	"MNC5696848"	0.267871970375914	-0.0733346763288629	4.87378205432019	0.000156628268746043	0.0146898498600281	1.08195321166523
"9165"	"MNC5698701"	-0.230034204805807	-0.0522049218166758	-4.87102422160011	0.000157522529026729	0.0146898498600281	1.07654392429065
"5305"	"MNC5691905"	-0.243348632561321	-0.0226973034099542	-4.86810526758938	0.000158474734352087	0.0146898498600281	1.07081771815856
"4736"	"MNC5697797"	-0.289098500848729	-0.147059117472890	-4.86043707503917	0.000161004403631325	0.0146898498600281	1.05577042368867
"3668"	"MNC5696894"	-0.263192766469471	0.0499384858734109	-4.85996335260052	0.000161162030602026	0.0146898498600281	1.05484063174289
"4235"	"MNC5699818"	-0.326804809271985	0.0286877981301560	-4.85880486700813	0.000161548172795946	0.0146898498600281	1.05256672971554
"2327"	"MNC5695271"	-0.333804029271972	-0.142231668612169	-4.8558322426234	0.000162543338764562	0.0146898498600281	1.04673133932020
"5076"	"MNC5687924"	-0.414877086337561	0.062764703826471	-4.85088459637702	0.000164213641403695	0.0146898498600281	1.03701680853320
"6985"	"MNC5692687"	-0.354880479014436	0.104322202868392	-4.84032892929832	0.00016783620027945	0.0146898498600281	1.01628244280726
"6577"	"MNC5694303"	-0.286733764044024	-0.0505006155728020	-4.83378440152848	0.000170123193242444	0.0146898498600281	1.00342119871772
"1372"	"MNC5693074"	-0.220649966907837	-0.00366017268397128	-4.83318625090761	0.000170333802946112	0.0146898498600281	1.00224549402252
"9226"	"MNC5698311"	-0.293673801083668	-0.143536387436445	-4.83297408999813	0.000170408569237447	0.0146898498600281	1.0018284686619
"6291"	"MNC5696971"	0.47478779956642	-0.054088263576824	4.823191331441	0.000173892800666282	0.0146898498600281	0.982594268117174
"5286"	"MNC5694535"	0.457872810684197	-0.184461054734317	4.82127403569552	0.000174584169503591	0.0146898498600281	0.97882343797
"9741"	"MNC5702087"	0.238069055765332	-0.0402513900262494	4.81242255546648	0.000177812648399618	0.0146898498600281	0.961409881543804
"6021"	"MNC5697556"	-0.298126600658664	-0.0131715629601284	-4.810172342927	0.00017864308962028	0.0146898498600281	0.956981732320381
"10219"	"MNC5696806"	0.297699903912573	0.00947957218237358	4.8090098403182	0.000179073665633158	0.0146898498600281	0.954693860912397
"2747"	"MNC5698674"	-0.264053827377494	-0.0459894307872888	-4.80867554328596	0.000179197681515841	0.0146898498600281	0.954035919426422
"2924"	"MNC5694383"	-0.335719259671996	0.0390635229086872	-4.80736856350875	0.000179683382861956	0.0146898498600281	0.951463496750038
"6469"	"MNC5692102"	-0.314274130330167	0.0158782885073233	-4.80442251711612	0.000180783144255599	0.0146898498600281	0.945664385027309
"6766"	"MNC5695582"	-0.197617604948777	0.0118109858480043	-4.80377040468911	0.000181027508242463	0.0146898498600281	0.944380620721133
"8527"	"MNC5696878"	-0.497266023652822	-0.0194989614131084	-4.79676531195389	0.000183673924811792	0.0147211099273303	0.930587466833046
"9725"	"MNC5695271"	-0.334501946405409	0.0571291508766839	-4.79324137419392	0.000185020151243531	0.0147211099273303	0.923646866369595
"7340"	"MNC5699299"	-0.282077581898957	-0.0364657310872862	-4.79045905512819	0.000186090193358132	0.0147211099273303	0.918166029668222
"1341"	"MNC5702847"	0.281526660238304	-0.0698391539766698	4.78827309233607	0.000186935326046229	0.0147211099273303	0.913859389309318
"1374"	"MNC5700001"	-0.276806862489811	0.0112976955585312	-4.78409190332565	0.000188562807491097	0.0147211099273303	0.905620529166911
"6738"	"MNC5695609"	-0.223033295468980	-0.0862280539709768	-4.77919676296339	0.00019048662353069	0.0147211099273303	0.895972600111397
"26"	"MNC5688511"	-0.228199485852567	-0.0826805944430208	-4.77845327584271	0.000190780569856665	0.0147211099273303	0.89450703412423
"7697"	"MNC5696727"	-0.320141925725901	-0.106087906550922	-4.76895371002077	0.000194577443461873	0.0147211099273303	0.875776521879246
"7743"	"MNC5697908"	-0.309247342587211	-0.0834486477633983	-4.76739299388348	0.000195208599775727	0.0147211099273303	0.872698352553368
"1892"	"MNC5697138"	-0.242130902043802	0.0290971138148138	-4.7624933086779	0.000197203683564560	0.0147211099273303	0.863033212805346
"8833"	"MNC5694199"	-0.250546227326034	-0.109505318956887	-4.76230469511374	0.000197280900003029	0.0147211099273303	0.862661104812527
"7546"	"MNC5691018"	-0.391689558318251	-0.0610654980547535	-4.76036177945909	0.000198078112071910	0.0147211099273303	0.85882779879858
"2077"	"MNC5688642"	-0.284196226669136	-0.0957212813947052	-4.75872162964698	0.000198753658859388	0.0147211099273303	0.855591545777566
"3676"	"MNC5700389"	-0.24862355813593	-0.00357648349265657	-4.74948310710214	0.000202603101518609	0.0149061855223958	0.83735759720298
"8357"	"MNC5687657"	-0.232385673551163	-0.086842008114713	-4.73553481678758	0.000208560006855641	0.0151134924480431	0.809812031041035
"8283"	"MNC5690243"	-0.287521220774125	-0.0837186590447687	-4.73280394935852	0.000209747089326313	0.0151134924480431	0.804416779025003
"366"	"MNC5702727"	-0.293076203205665	0.0459253879262466	-4.73211981144664	0.000210045558412718	0.0151134924480431	0.803065044082044
"129"	"MNC5692397"	0.337248973706326	0.0615315939929439	4.730169789692	0.000210898680409446	0.0151134924480431	0.799211896378584
"2174"	"MNC5698471"	-0.323232578381397	-0.0827982598416116	-4.7225565211809	0.000214263496851971	0.0152555609758604	0.784164898049249
"8078"	"MNC5702721"	-0.218222630442873	-0.04487026386207	-4.71667682575549	0.000216899658958206	0.0153143082652617	0.772540309314792
"1773"	"MNC5690000"	-0.231305956045698	-0.0472123881704405	-4.71454433286441	0.000217863935995477	0.0153143082652617	0.768323387731378
"6472"	"MNC5693506"	-0.314366563637756	0.0097635344609234	-4.70486012127523	0.000222298417664292	0.0155271223882476	0.749167724192558
"4927"	"MNC5702287"	-0.365769473086738	-0.0423615075295327	-4.69352842446509	0.000227604623184579	0.0157977649148743	0.726741883020936
"7664"	"MNC5697333"	-0.265550569375364	-0.00520257238301856	-4.68747429838979	0.000230492417133189	0.0158069118296100	0.714755543630563
"3977"	"MNC5694217"	-0.241410341048815	0.029892993218602	-4.68724814228621	0.000230601015274303	0.0158069118296100	0.714307718368216
"4926"	"MNC5697598"	-0.273308699045087	0.105005421532776	-4.67891276092744	0.000234640280966076	0.0159845070416149	0.697798967353059
"5865"	"MNC5693287"	-0.33567145160707	-0.0410995435866393	-4.67321129892947	0.000237444739183435	0.0160059605176067	0.686503104428359
"1010"	"MNC5699781"	-0.229957688388897	-0.0821510247362607	-4.67001482505544	0.000239031991773052	0.0160059605176067	0.680168851007099
"7888"	"MNC5690135"	0.330577202185415	-0.0389674074708018	4.66946476303901	0.00023930622375907	0.0160059605176067	0.679078731323294
"9346"	"MNC5697571"	-0.243987661654211	-0.0878881609447801	-4.66385158074301	0.00024212310334497	0.0160968106537053	0.667952850048353
"3202"	"MNC5693992"	-0.270376231768865	-0.0361621240297941	-4.64515048566448	0.000251754714582632	0.0165500811748208	0.630864456055924
"723"	"MNC5691562"	-0.30253784473978	0.0852528879456248	-4.64479727967224	0.000251940344089334	0.0165500811748208	0.630163662418602
"10514"	"MNC5696282"	-0.195953490378770	0.0289393618014740	-4.63880455309298	0.000255111248192601	0.0166592173671807	0.618271804505716
"67"	"MNC5696510"	-0.264419035348521	0.0654852812564198	-4.63113578290604	0.000259228518114406	0.0167718179800468	0.603049291634935
"4421"	"MNC5693883"	-0.228225548652798	0.0282782056444892	-4.62994289907389	0.000259875033942371	0.0167718179800468	0.600680940006035
"5424"	"MNC5697982"	-0.302149231019197	-0.0773484878143612	-4.61807310601082	0.000266398578172025	0.0170928762134097	0.577107705270632
"2274"	"MNC5694247"	-0.247762192540126	-0.0561016379161606	-4.61035925665783	0.00027072744134594	0.0172702198999641	0.561781388249373
"8400"	"MNC5700819"	0.329894888935418	-0.213847743590252	4.60428678515694	0.000274185657405318	0.0173137731716916	0.549712556993044
"4525"	"MNC5688618"	-0.3139110521526	-0.0966918462787973	-4.6017328116619	0.000275653558776671	0.0173137731716916	0.544635653125469
"179"	"MNC5696142"	-0.243045760948921	0.0362227788132286	-4.59646372038403	0.000278707372866089	0.0173137731716916	0.534159712126025
"6169"	"MNC5692756"	-0.308501563341637	-0.0899304730587097	-4.59291896121854	0.000280781218683366	0.0173137731716916	0.527110704627941
"925"	"MNC5689120"	0.194326258677357	0.00743359868307321	4.59288812443960	0.000280799328525895	0.0173137731716916	0.527049378691593
"1719"	"MNC5691216"	-0.330492812821409	-0.110552451523062	-4.59077636758470	0.000282042362215855	0.0173137731716916	0.522849474399817
"5645"	"MNC5689082"	0.276522748062630	-0.000326501115004018	4.59018392587592	0.000282392095950027	0.0173137731716916	0.521671145024466
"8080"	"MNC5702631"	-0.217984543249093	-0.0715986603326293	-4.5765620311834	0.000290556664336386	0.0177159300973279	0.494569702285026
"922"	"MNC5700732"	0.254637983819756	-0.0786786763167893	4.57350167661716	0.000292423845968062	0.0177318107917776	0.488478784404482
"4883"	"MNC5694302"	-0.207433071228960	0.00434407563778758	-4.56858009036386	0.000295452308154126	0.0177774047302589	0.478681849165915
"1872"	"MNC5691328"	0.338561453926771	0.0530541720493932	4.56178546577313	0.000299685983165679	0.0177774047302589	0.465153062026669
"8779"	"MNC5699524"	-0.339725673476717	-0.185282488035533	-4.55545733864368	0.000303684630752003	0.0177774047302589	0.452549622634656
"3773"	"MNC5694565"	-0.347341753070504	-0.0832846334398331	-4.55336763750492	0.000305016997851764	0.0177774047302589	0.448386924401694
"7782"	"MNC5693684"	-0.189465761730711	-0.0524824009228702	-4.55319048523104	0.000305130221640528	0.0177774047302589	0.448034019153854
"4849"	"MNC5692090"	0.330318858367080	-0.0993322790419005	4.54975477382094	0.000307334592615485	0.0177774047302589	0.441189217233387
"9246"	"MNC5689184"	-0.225965447372505	-0.0721653217731463	-4.5431797009772	0.000311598578708986	0.0177774047302589	0.428087283864664
"7057"	"MNC5691865"	-0.39153694395932	-0.00714745414936127	-4.5378537896673	0.000315096662480835	0.0177774047302589	0.417471896109133
"3569"	"MNC5703216"	-0.244470606709816	0.0126713909230268	-4.53757290290143	0.000315282257853389	0.0177774047302589	0.416911979375026
"1813"	"MNC5696708"	0.444992849829407	-0.0471214496829421	4.5363240462176	0.000316108787687028	0.0177774047302589	0.414422443183144
"6871"	"MNC5692142"	-0.262160854708073	-0.111020242457878	-4.53325130959415	0.000318151831200141	0.0177774047302589	0.408296545530405
"3025"	"MNC5696746"	0.350434759803802	-0.142313802806129	4.53265926067897	0.000318547024935482	0.0177774047302589	0.407116130781632
"9137"	"MNC5695556"	0.310813561446895	-0.0912343757523752	4.53212987484844	0.000318900814710583	0.0177774047302589	0.406060628146324
"1851"	"MNC5696262"	-0.267167177775869	-0.0699975688568504	-4.53187964199190	0.000319068185297919	0.0177774047302589	0.405561699693622
"6734"	"MNC5702879"	-0.331234081952455	0.0923160178977372	-4.53138766134628	0.000319397512300633	0.0177774047302589	0.404580745904721
"5062"	"MNC5695402"	0.269509846929353	0.0186644572494656	4.52953525481847	0.000320640606591784	0.0177774047302589	0.400887079760619
"6029"	"MNC5691257"	0.222543491913782	-0.0831971198530963	4.52742996614668	0.000322059391613298	0.0177774047302589	0.396688832117359
"7328"	"MNC5696532"	0.281579468004502	-0.115159563949304	4.52682164591257	0.000322470538041368	0.0177774047302589	0.395475687260609
"7434"	"MNC5693575"	-0.314288037602917	-0.104795724357446	-4.52488648804378	0.000323782018012145	0.0177774047302589	0.391616292037547
"8153"	"MNC5687715"	0.368763889678553	-0.076750786447209	4.52142526692711	0.000326141303496052	0.0178182941850615	0.384712626639240
"7253"	"MNC5690077"	-0.244615061049265	-0.0792906453557451	-4.51407717085425	0.000331208270400834	0.0179003030118457	0.370053099259086
"4948"	"MNC5690106"	0.284857654277896	-0.0188981257679914	4.51149258597019	0.000333009513056548	0.0179003030118457	0.364895797278434
"4176"	"MNC5701687"	-0.241175001681435	-0.110660446574927	-4.51064981399903	0.00033359901140278	0.0179003030118457	0.363214007883984
